"stock","timeStamp","month","open","high","low","close","change"
"CDSL","2019-12-10 00:00:00","December","219.3","223.15","216.55","218.75","-0.00251"
"CEATLTD","2019-12-10 00:00:00","December","970","985.95","952.15","974.4","0.00454"
"CEBBCO","2019-12-10 00:00:00","December","14.95","15.2","14.5","14.9","-0.00334"
"CELEBRITY","2019-12-10 00:00:00","December","5.5","5.7","5.5","5.7","0.03636"
"CENTENKA","2019-12-10 00:00:00","December","177.35","177.75","176.5","177.05","-0.00169"
"CENTEXT","2019-12-10 00:00:00","December","2.55","2.55","2.45","2.5","-0.01961"
"CENTRALBK","2019-12-10 00:00:00","December","19.35","19.65","18.8","18.85","-0.02584"
"CENTRUM","2019-12-10 00:00:00","December","21.4","21.75","20","20.1","-0.06075"
"CENTUM","2019-12-10 00:00:00","December","363.9","367.75","356.5","358.3","-0.01539"
"CENTURYPLY","2019-12-10 00:00:00","December","164.1","165.25","159.1","160.05","-0.02468"
"CENTURYTEX","2019-12-10 00:00:00","December","499.8","501.85","485.6","488.65","-0.02231"
"CERA","2019-12-10 00:00:00","December","2499.65","2499.65","2470","2477.85","-0.00872"
"CEREBRAINT","2019-12-10 00:00:00","December","24.1","24.8","23.4","23.45","-0.02697"
"CESC","2019-12-10 00:00:00","December","73.3","73.43","71.68","71.88","-0.01937"
"CGCL","2019-12-10 00:00:00","December","179.15","182.6","177","179.9","0.00419"
"CGPOWER","2019-12-10 00:00:00","December","12.15","12.25","11.6","11.7","-0.03704"
"CHALET","2019-12-10 00:00:00","December","333","340","320","329.7","-0.00991"
"CHAMBLFERT","2019-12-10 00:00:00","December","145.45","145.7","143.4","144","-0.00997"
"CHEMBOND","2019-12-10 00:00:00","December","208","225","208","216","0.03846"
"CHEMFAB","2019-12-10 00:00:00","December","165","165","154.05","154.05","-0.06636"
"CHENNPETRO","2019-12-10 00:00:00","December","115.4","116.05","110.05","111","-0.03813"
"CHOLAFIN","2019-12-10 00:00:00","December","305","307.7","302.25","303.85","-0.00377"
"CHOLAHLDNG","2019-12-10 00:00:00","December","490.7","495.35","485.2","490.05","-0.00132"
"CIGNITITEC","2019-12-10 00:00:00","December","324.9","327.5","316","318","-0.02124"
"CINELINE","2019-12-10 00:00:00","December","27.2","28.4","27.1","27.2","0"
"CINEVISTA","2019-12-10 00:00:00","December","9.3","9.3","8.6","8.7","-0.06452"
"CIPLA","2019-12-10 00:00:00","December","450.6","454.95","449.5","453.05","0.00544"
"CLEDUCATE","2019-12-10 00:00:00","December","37","38.17","35.63","36","-0.02703"
"CLNINDIA","2019-12-10 00:00:00","December","317.8","321.95","313.05","315.6","-0.00692"
"CMICABLES","2019-12-10 00:00:00","December","50.9","52","48.35","48.35","-0.0501"
"COALINDIA","2019-12-10 00:00:00","December","192","192.45","186.55","187.2","-0.025"
"COASTCORP","2019-12-10 00:00:00","December","228","239.4","222.1","239","0.04825"
"COCHINSHIP","2019-12-10 00:00:00","December","384.6","392.95","381.9","386.95","0.00611"
"COFFEEDAY","2019-12-10 00:00:00","December","44.9","44.9","41.7","42.4","-0.05568"
"COFORGE","2019-12-10 00:00:00","December","1471.35","1475.35","1418.65","1437.75","-0.02284"
"COLPAL","2019-12-10 00:00:00","December","1473.5","1478","1450.1","1454.45","-0.01293"
"COMPINFO","2019-12-10 00:00:00","December","9.55","10.05","9.55","9.65","0.01047"
"COMPUSOFT","2019-12-10 00:00:00","December","7.9","8.15","7.75","7.8","-0.01266"
"CONCOR","2019-12-10 00:00:00","December","560","563.45","551.4","553.55","-0.01152"
"CONFIPET","2019-12-10 00:00:00","December","24","28.5","23.8","27.05","0.12708"
"CONSOFINVT","2019-12-10 00:00:00","December","36.1","36.5","32","35.25","-0.02355"
"CONTROLPR","2019-12-10 00:00:00","December","228.35","244","228.35","237.95","0.04204"
"CORALFINAC","2019-12-10 00:00:00","December","11.1","13.03","10.65","11.84","0.06667"
"CORDSCABLE","2019-12-10 00:00:00","December","41.1","42","40.5","40.65","-0.01095"
"BAJAJFINSV","2019-12-20 00:00:00","December","9290","9333","9260","9280.05","-0.00107"
"BAJAJHCARE","2019-12-20 00:00:00","December","219.64","220.64","201.82","213.2","-0.02932"
"BAJAJHIND","2019-12-20 00:00:00","December","6.5","6.6","6.3","6.35","-0.02308"
"BAJAJHLDNG","2019-12-20 00:00:00","December","3316","3328.55","3250","3287.6","-0.00856"
"BAJFINANCE","2019-12-20 00:00:00","December","4107","4145","4081","4135.6","0.00696"
"BALAJITELE","2019-12-20 00:00:00","December","50.55","51.3","50.1","50.75","0.00396"
"BALAMINES","2019-12-20 00:00:00","December","345.05","348.95","338.2","343.05","-0.0058"
"BALAXI","2019-12-20 00:00:00","December","81.9","89.15","73.35","83.15","0.01526"
"BALKRISHNA","2019-12-20 00:00:00","December","952","960","937.25","945.4","-0.00693"
"BALKRISIND","2019-12-20 00:00:00","December","952","960","937.25","945.4","-0.00693"
"BALMLAWRIE","2019-12-20 00:00:00","December","126.6","127.8","125.33","126.1","-0.00395"
"BALPHARMA","2019-12-20 00:00:00","December","40.05","40.5","39.2","39.7","-0.00874"
"BALRAMCHIN","2019-12-20 00:00:00","December","177.15","177.65","172.1","174.35","-0.01581"
"BANARBEADS","2019-12-20 00:00:00","December","28.7","28.7","27.7","28.25","-0.01568"
"BANARISUG","2019-12-20 00:00:00","December","1155","1176.05","1141","1160.15","0.00446"
"BANCOINDIA","2019-12-20 00:00:00","December","95.1","96","93.6","93.95","-0.01209"
"BANDHANBNK","2019-12-20 00:00:00","December","523.1","526.4","506.4","516.8","-0.01204"
"BANG","2019-12-20 00:00:00","December","16.6","16.6","16.6","16.6","0"
"BANKA","2019-12-20 00:00:00","December","26.14","26.14","26.14","26.14","0"
"BANKBARODA","2019-12-20 00:00:00","December","99.05","101.25","99","100.7","0.01666"
"BANKINDIA","2019-12-20 00:00:00","December","71.5","72.2","69","69.9","-0.02238"
"BANSWRAS","2019-12-20 00:00:00","December","95","95","89.1","91.5","-0.03684"
"BARTRONICS","2019-12-20 00:00:00","December","1.55","1.55","1.55","1.55","0"
"BASF","2019-12-20 00:00:00","December","950","965.75","949.85","958.75","0.00921"
"BASML","2019-12-20 00:00:00","December","37.35","37.93","34.6","35.57","-0.04766"
"BATAINDIA","2019-12-20 00:00:00","December","1668.8","1698.35","1668.8","1692.9","0.01444"
"BAYERCROP","2019-12-20 00:00:00","December","3559.55","3586.55","3512.6","3564.35","0.00135"
"BBL","2019-12-20 00:00:00","December","797.25","802.15","785","787.85","-0.01179"
"BBOX","2019-12-20 00:00:00","December","127.1","132.8","126.75","130.05","0.02321"
"BBTC","2019-12-20 00:00:00","December","1015","1034.95","1010.5","1017.35","0.00232"
"BCG","2019-12-20 00:00:00","December","4.72","4.8","4.64","4.8","0.01695"
"BCONCEPTS","2019-12-20 00:00:00","December","26.45","26.45","26.45","26.45","0"
"BDL","2019-12-20 00:00:00","December","286.2","286.2","282.3","283","-0.01118"
"BEARDSELL","2019-12-20 00:00:00","December","7.42","7.42","6.86","7.14","-0.03774"
"BEDMUTHA","2019-12-20 00:00:00","December","16.75","16.8","16","16.6","-0.00896"
"BEL","2019-12-20 00:00:00","December","100.15","100.4","98.5","98.8","-0.01348"
"BEML","2019-12-20 00:00:00","December","979","984.8","971","975.55","-0.00352"
"BEPL","2019-12-20 00:00:00","December","41.15","44.2","41.15","42.45","0.03159"
"BERGEPAINT","2019-12-20 00:00:00","December","507.35","512.85","504.7","506.8","-0.00108"
"BESTAGRO","2019-12-20 00:00:00","December","256.5","256.5","239","239.6","-0.06589"
"BFINVEST","2019-12-20 00:00:00","December","322.95","325.8","313.6","315.6","-0.02276"
"BFUTILITIE","2019-12-20 00:00:00","December","328","330.9","318.6","321","-0.02134"
"BGRENERGY","2019-12-20 00:00:00","December","37.6","37.8","36.5","37","-0.01596"
"BHAGCHEM","2019-12-20 00:00:00","December","390","399","390","390.05","0.00013"
"BHAGERIA","2019-12-20 00:00:00","December","95.25","96.4","93.15","93.9","-0.01417"
"BHAGYANGR","2019-12-20 00:00:00","December","18.3","19.4","18.3","19.15","0.04645"
"BHAGYAPROP","2019-12-20 00:00:00","December","20.5","21.8","18.6","18.6","-0.09268"
"BHANDARI","2019-12-20 00:00:00","December","1.05","1.15","1.05","1.1","0.04762"
"BHARATFORG","2019-12-20 00:00:00","December","492","496","489.2","492.15","0.0003"
"BHARATGEAR","2019-12-20 00:00:00","December","61.46","62.13","60.73","61.12","-0.00553"
"BHARATRAS","2019-12-20 00:00:00","December","6262.4","6297","6205","6243.7","-0.00299"
"BHARATWIRE","2019-12-20 00:00:00","December","25.1","25.1","24","24.3","-0.03187"
"BHARTIARTL","2019-12-20 00:00:00","December","441.61","451.92","437.49","445.44","0.00867"
"BHEL","2019-12-20 00:00:00","December","43.4","45.4","43.15","44.85","0.03341"
"BIGBLOC","2019-12-20 00:00:00","December","7.5","7.65","7.5","7.5","0"
"BIL","2019-12-20 00:00:00","December","18.3","18.3","18.3","18.3","0"
"BINDALAGRO","2019-12-20 00:00:00","December","8.8","9.3","8.7","9.1","0.03409"
"BIOCON","2019-12-20 00:00:00","December","294.1","295","287.75","289.45","-0.01581"
"BIOFILCHEM","2019-12-20 00:00:00","December","17.1","17.1","17.1","17.1","0"
"BIRLACABLE","2019-12-20 00:00:00","December","61","61.15","58.1","58.85","-0.03525"
"BIRLACORPN","2019-12-20 00:00:00","December","605","615.05","597","602.9","-0.00347"
"BIRLAMONEY","2019-12-20 00:00:00","December","33.75","34.2","33.75","34.1","0.01037"
"BKMINDST","2019-12-20 00:00:00","December","0.65","0.7","0.65","0.7","0.07692"
"BLBLIMITED","2019-12-20 00:00:00","December","4.6","4.85","4.5","4.6","0"
"BLISSGVS","2019-12-20 00:00:00","December","150.5","151.5","148.85","150.6","0.00066"
"BLKASHYAP","2019-12-20 00:00:00","December","9.4","9.5","9.1","9.45","0.00532"
"BLS","2019-12-20 00:00:00","December","64.3","65.6","63.7","64.55","0.00389"
"BLUECHIP","2019-12-20 00:00:00","December","90.1","105.85","90.05","97.95","0.08713"
"BLUECOAST","2019-12-20 00:00:00","December","3.45","3.75","3.45","3.65","0.05797"
"BLUEDART","2019-12-20 00:00:00","December","2232.35","2251.7","2230","2239.75","0.00331"
"BLUESTARCO","2019-12-20 00:00:00","December","805.4","810.1","795.65","806.55","0.00143"
"BODALCHEM","2019-12-20 00:00:00","December","56.25","57.2","55.1","55.65","-0.01067"
"BOMDYEING","2019-12-20 00:00:00","December","74.15","76.1","74","74.5","0.00472"
"BORORENEW","2019-12-20 00:00:00","December","40.14","40.71","39.86","40.14","0"
"BOSCHLTD","2019-12-20 00:00:00","December","15105.1","15244.95","14950","15023.85","-0.00538"
"BPCL","2019-12-20 00:00:00","December","454.95","457.23","451.75","452.96","-0.00437"
"BPL","2019-12-20 00:00:00","December","18.7","18.8","18.4","18.5","-0.0107"
"BRFL","2019-12-20 00:00:00","December","4.05","4.05","4","4","-0.01235"
"BRIGADE","2019-12-20 00:00:00","December","208.35","215.9","208.35","210.95","0.01248"
"BRITANNIA","2019-12-20 00:00:00","December","3095","3155.95","3062.45","3122.25","0.0088"
"BRNL","2019-12-20 00:00:00","December","59.25","61.8","59.25","60.2","0.01603"
"BROOKS","2019-12-20 00:00:00","December","26.16","26.16","23.87","24.24","-0.07339"
"BSE","2019-12-20 00:00:00","December","490","493.95","485.5","487","-0.00612"
"BSHSL","2019-12-20 00:00:00","December","82.5","82.5","81.75","81.75","-0.00909"
"BSL","2019-12-20 00:00:00","December","28.25","29.15","28.05","28.95","0.02478"
"BSOFT","2019-12-20 00:00:00","December","67.55","69.8","66.5","66.75","-0.01184"
"BURNPUR","2019-12-20 00:00:00","December","1.25","1.3","1.2","1.3","0.04"
"BUTTERFLY","2019-12-20 00:00:00","December","206","211.15","201.55","202.6","-0.0165"
"BVCL","2019-12-20 00:00:00","December","13","13","12","12.7","-0.02308"
"BYKE","2019-12-20 00:00:00","December","17.5","18.3","16.7","17.2","-0.01714"
"CADILAHC","2019-12-20 00:00:00","December","261.7","268.2","260","266.15","0.017"
"CALSOFT","2019-12-20 00:00:00","December","14.45","14.45","13.9","13.95","-0.0346"
"CAMLINFINE","2019-12-20 00:00:00","December","73.25","73.55","72.05","73.4","0.00205"
"CANBK","2019-12-20 00:00:00","December","224","231.65","223.95","230","0.02679"
"CANDC","2019-12-20 00:00:00","December","2.95","2.95","2.75","2.75","-0.0678"
"CANFINHOME","2019-12-20 00:00:00","December","394.2","404.75","391.15","392.25","-0.00495"
"CANTABIL","2019-12-20 00:00:00","December","273.65","275.9","268","271.2","-0.00895"
"CAPACITE","2019-12-20 00:00:00","December","183.4","185.65","181.3","182.35","-0.00573"
"CAPLIPOINT","2019-12-20 00:00:00","December","309.5","316","307.75","313.2","0.01195"
"CAPTRUST","2019-12-20 00:00:00","December","103.4","103.4","103.4","103.4","0"
"CARBORUNIV","2019-12-20 00:00:00","December","327.45","329","321.35","324.6","-0.0087"
"CAREERP","2019-12-20 00:00:00","December","112.9","112.9","108.3","109.25","-0.03233"
"CARERATING","2019-12-20 00:00:00","December","480","480.95","477.25","478.1","-0.00396"
"CASTROLIND","2019-12-20 00:00:00","December","130.4","130.65","127.7","128.55","-0.01419"
"CCCL","2019-12-20 00:00:00","December","2.95","2.95","2.75","2.75","-0.0678"
"CCHHL","2019-12-20 00:00:00","December","3.2","3.25","2.95","3.1","-0.03125"
"CCL","2019-12-20 00:00:00","December","190","195","189.5","194","0.02105"
"CDSL","2019-12-20 00:00:00","December","225.9","230.5","224.85","228.1","0.00974"
"CEATLTD","2019-12-20 00:00:00","December","983.1","999","983","991.8","0.00885"
"CEBBCO","2019-12-20 00:00:00","December","15.1","15.2","14.85","14.95","-0.00993"
"CELEBRITY","2019-12-20 00:00:00","December","5.65","5.85","5.4","5.85","0.0354"
"CENTENKA","2019-12-20 00:00:00","December","181.7","182.85","180.95","181.2","-0.00275"
"CENTEXT","2019-12-20 00:00:00","December","2.65","2.7","2.5","2.65","0"
"CENTRALBK","2019-12-20 00:00:00","December","18.5","18.9","18.15","18.3","-0.01081"
"CENTRUM","2019-12-20 00:00:00","December","19.8","20.2","19.5","19.85","0.00253"
"CENTUM","2019-12-20 00:00:00","December","350.05","358.95","338.6","343.55","-0.01857"
"CENTURYPLY","2019-12-20 00:00:00","December","162.55","163.45","161","161.85","-0.00431"
"CENTURYTEX","2019-12-20 00:00:00","December","486","493.5","482","488.4","0.00494"
"CERA","2019-12-20 00:00:00","December","2530","2630","2501.3","2585","0.02174"
"CEREBRAINT","2019-12-20 00:00:00","December","22.9","23.1","22.5","22.75","-0.00655"
"CESC","2019-12-20 00:00:00","December","73.8","74.65","73.51","74.19","0.00528"
"CGCL","2019-12-20 00:00:00","December","203.85","208","199.2","200.65","-0.0157"
"CGPOWER","2019-12-20 00:00:00","December","10.85","11.3","10.85","10.9","0.00461"
"CHALET","2019-12-20 00:00:00","December","339","349.65","337","346.9","0.0233"
"CHAMBLFERT","2019-12-20 00:00:00","December","145.5","145.85","142.25","143.1","-0.01649"
"CHEMBOND","2019-12-20 00:00:00","December","209","215","207","214.6","0.02679"
"CHEMFAB","2019-12-20 00:00:00","December","162","167.95","157.05","165.95","0.02438"
"CHENNPETRO","2019-12-20 00:00:00","December","113.4","114.95","113.15","113.9","0.00441"
"CHOLAFIN","2019-12-20 00:00:00","December","306","308","303.15","306.8","0.00261"
"CHOLAHLDNG","2019-12-20 00:00:00","December","500","500","478","484.7","-0.0306"
"CIGNITITEC","2019-12-20 00:00:00","December","313.75","313.75","301","307.1","-0.0212"
"CINELINE","2019-12-20 00:00:00","December","30","30.25","29.1","29.4","-0.02"
"CINEVISTA","2019-12-20 00:00:00","December","8.8","8.8","8.3","8.3","-0.05682"
"CIPLA","2019-12-20 00:00:00","December","466.9","474.45","463.9","465.75","-0.00246"
"CLEDUCATE","2019-12-20 00:00:00","December","37.05","37.15","35.58","35.92","-0.0305"
"CLNINDIA","2019-12-20 00:00:00","December","362","377.4","362","368.55","0.01809"
"CMICABLES","2019-12-20 00:00:00","December","50.45","52.95","50.45","52.15","0.0337"
"COALINDIA","2019-12-20 00:00:00","December","196.85","202.7","196.15","200.8","0.02007"
"COASTCORP","2019-12-20 00:00:00","December","288.45","288.5","279","280.3","-0.02825"
"COCHINSHIP","2019-12-20 00:00:00","December","382.15","392","382.15","390.5","0.02185"
"COFFEEDAY","2019-12-20 00:00:00","December","42.1","42.1","42.1","42.1","0"
"COFORGE","2019-12-20 00:00:00","December","1583","1602","1567.65","1582.8","-0.00013"
"COLPAL","2019-12-20 00:00:00","December","1484.9","1488.4","1458.4","1475.1","-0.0066"
"COMPINFO","2019-12-20 00:00:00","December","11.65","13.8","11.6","13.7","0.17597"
"COMPUSOFT","2019-12-20 00:00:00","December","7.9","8.2","7.5","7.6","-0.03797"
"CONCOR","2019-12-20 00:00:00","December","569.5","584.35","568.75","581.45","0.02098"
"CONFIPET","2019-12-20 00:00:00","December","27.1","27.6","27.05","27.25","0.00554"
"CONSOFINVT","2019-12-20 00:00:00","December","36.4","38.75","36.25","38.75","0.06456"
"CONTROLPR","2019-12-20 00:00:00","December","229.45","231.35","228","228.9","-0.0024"
"CORALFINAC","2019-12-20 00:00:00","December","10.85","11.14","10.75","11","0.01382"
"CORDSCABLE","2019-12-20 00:00:00","December","41","41.85","40.65","41.25","0.0061"
"VIKASPROP","2019-12-20 00:00:00","December","7.04","7.04","7.04","7.04","0"
"VIKASWSP","2019-12-20 00:00:00","December","9.18","9.37","8.88","8.9","-0.0305"
"VIMTALABS","2019-12-20 00:00:00","December","95.7","96.1","92.05","93.15","-0.02665"
"VINATIORGA","2019-12-20 00:00:00","December","981.3","982.5","955","961.42","-0.02026"
"VINDHYATEL","2019-12-20 00:00:00","December","919.9","957.45","919.9","938.05","0.01973"
"VINYLINDIA","2019-12-20 00:00:00","December","60.2","61.7","60.1","60.7","0.00831"
"VIPCLOTHNG","2019-12-20 00:00:00","December","8.45","8.45","7.95","8.1","-0.04142"
"VIPIND","2019-12-20 00:00:00","December","423.95","427.5","421","421.95","-0.00472"
"VIPULLTD","2019-12-20 00:00:00","December","20.25","20.25","18.1","18.9","-0.06667"
"VISAKAIND","2019-12-20 00:00:00","December","246","248","240.2","245.25","-0.00305"
"VISASTEEL","2019-12-20 00:00:00","December","4.65","5","4.65","4.8","0.03226"
"VISESHINFO","2019-12-20 00:00:00","December","0.1","0.1","0.05","0.1","0"
"VISHNU","2019-12-20 00:00:00","December","107.75","109.35","103","105.9","-0.01717"
"VISHWARAJ","2019-12-20 00:00:00","December","17.48","18","17","17.35","-0.00744"
"VIVIDHA","2019-12-20 00:00:00","December","0.45","0.5","0.45","0.45","0"
"VIVIMEDLAB","2019-12-20 00:00:00","December","13","13.2","12.5","13","0"
"VLSFINANCE","2019-12-20 00:00:00","December","52.65","52.75","50.95","51.25","-0.02659"
"VMART","2019-12-20 00:00:00","December","1650","1665","1650","1650","0"
"VOLTAMP","2019-12-20 00:00:00","December","1210","1216.1","1191.25","1212.3","0.0019"
"VOLTAS","2019-12-20 00:00:00","December","655.9","661.9","648.5","651.15","-0.00724"
"VRLLOG","2019-12-20 00:00:00","December","266.95","268.6","264.1","265.55","-0.00524"
"VSSL","2019-12-20 00:00:00","December","64.1","64.7","63.1","63.3","-0.01248"
"VSTIND","2019-12-20 00:00:00","December","4205","4235","4184","4196.8","-0.00195"
"VSTTILLERS","2019-12-20 00:00:00","December","1062.8","1069.15","1055","1061.05","-0.00165"
"VTL","2019-12-20 00:00:00","December","906.8","911","901.65","906.35","-0.0005"
"WABAG","2019-12-20 00:00:00","December","170.05","173","166.25","166.8","-0.01911"
"WABCOINDIA","2019-12-20 00:00:00","December","6444","6468","6421.5","6432.5","-0.00178"
"WALCHANNAG","2019-12-20 00:00:00","December","60.05","60.15","59.15","59.55","-0.00833"
"WANBURY","2019-12-20 00:00:00","December","20","20","19","19","-0.05"
"WATERBASE","2019-12-20 00:00:00","December","130","134.4","127","129.3","-0.00538"
"WEALTH","2019-12-20 00:00:00","December","1114.3","1130","1100","1117.15","0.00256"
"WEBELSOLAR","2019-12-20 00:00:00","December","22.15","22.8","22.15","22.45","0.01354"
"WEIZMANIND","2019-12-20 00:00:00","December","19.35","20.25","19","20","0.03359"
"WELCORP","2019-12-20 00:00:00","December","133.45","136.3","131.75","135.9","0.01836"
"WELINV","2019-12-20 00:00:00","December","161.3","163","161.3","163","0.01054"
"WELSPUNIND","2019-12-20 00:00:00","December","48.35","49.1","47.2","47.9","-0.00931"
"WENDT","2019-12-20 00:00:00","December","2870","2870","2810","2816.1","-0.01878"
"WESTLIFE","2019-12-20 00:00:00","December","348.8","353.4","346","347.5","-0.00373"
"WHEELS","2019-12-20 00:00:00","December","380.85","383.65","380.17","382.48","0.00428"
"WHIRLPOOL","2019-12-20 00:00:00","December","2246.95","2246.95","2180.1","2198.85","-0.02141"
"WILLAMAGOR","2019-12-20 00:00:00","December","13.05","13.1","12.6","12.65","-0.03065"
"WINDMACHIN","2019-12-20 00:00:00","December","18.9","18.9","18.2","18.45","-0.02381"
"WIPRO","2019-12-20 00:00:00","December","248","253.8","247.3","251.8","0.01532"
"WOCKPHARMA","2019-12-20 00:00:00","December","249.9","252.7","247.5","248.25","-0.0066"
"WONDERLA","2019-12-20 00:00:00","December","241","243.8","240.9","242.15","0.00477"
"WSI","2019-12-20 00:00:00","December","0.8","0.8","0.8","0.8","0"
"WSTCSTPAPR","2019-12-20 00:00:00","December","213.95","213.95","209.2","211.5","-0.01145"
"XCHANGING","2019-12-20 00:00:00","December","54.5","55.6","54","54.75","0.00459"
"XELPMOC","2019-12-20 00:00:00","December","67.2","67.2","63.5","63.5","-0.05506"
"XPROINDIA","2019-12-20 00:00:00","December","20.45","20.6","19.2","19.8","-0.03178"
"YAARI","2019-12-20 00:00:00","December","79.3","82.8","79","79.5","0.00252"
"YESBANK","2019-12-20 00:00:00","December","49.5","53.5","48.3","51.4","0.03838"
"YUKEN","2019-12-20 00:00:00","December","490","510","486","503.6","0.02776"
"ZEEL","2019-12-20 00:00:00","December","281.9","287.95","279.8","284.05","0.00763"
"ZEELEARN","2019-12-20 00:00:00","December","19","19","18.2","18.8","-0.01053"
"ZEEMEDIA","2019-12-20 00:00:00","December","6.55","6.55","6.2","6.3","-0.03817"
"ZENITHEXPO","2019-12-20 00:00:00","December","48.1","48.1","45.7","46.9","-0.02495"
"ZENITHSTL","2019-12-20 00:00:00","December","0.6","0.6","0.55","0.55","-0.08333"
"ZENSARTECH","2019-12-20 00:00:00","December","173.5","180.9","171.75","175.2","0.0098"
"ZENTEC","2019-12-20 00:00:00","December","58","58","55","56.55","-0.025"
"ZODIAC","2019-12-20 00:00:00","December","166","168","160.3","162.1","-0.02349"
"ZODIACLOTH","2019-12-20 00:00:00","December","166","168","160.3","162.1","-0.02349"
"ZOTA","2019-12-20 00:00:00","December","189.25","189.5","187.4","188.6","-0.00343"
"ZUARI","2019-12-20 00:00:00","December","43.65","44.4","42.5","42.9","-0.01718"
"ZUARIGLOB","2019-12-20 00:00:00","December","43.65","44.4","42.5","42.9","-0.01718"
"ZYDUSWELL","2019-12-20 00:00:00","December","1458.2","1465","1435","1443.05","-0.01039"
"MOHITIND","2019-12-20 00:00:00","December","4.5","4.9","4.5","4.9","0.08889"
"MOIL","2019-12-20 00:00:00","December","140.05","145.85","139.5","144.2","0.02963"
"MOKSH","2019-12-20 00:00:00","December","5.2","5.2","5.2","5.2","0"
"MOL","2019-12-20 00:00:00","December","286.43","293.03","283.4","289.71","0.01145"
"MOLDTECH","2019-12-20 00:00:00","December","47.9","47.9","46.4","46.7","-0.02505"
"MOLDTKPAC","2019-12-20 00:00:00","December","286.43","293.03","283.4","289.71","0.01145"
"MONARCH","2019-12-20 00:00:00","December","21.05","23","20.55","22.45","0.06651"
"MONTECARLO","2019-12-20 00:00:00","December","267.5","267.5","258.15","260.65","-0.02561"
"MORARJEE","2019-12-20 00:00:00","December","12.4","13.45","12","13.2","0.06452"
"MOREPENLAB","2019-12-20 00:00:00","December","15.75","16.2","15.75","15.9","0.00952"
"MOTHERSUMI","2019-12-20 00:00:00","December","147.8","148.45","145.5","146.3","-0.01015"
"MOTILALOFS","2019-12-20 00:00:00","December","761","762.35","736.1","741.95","-0.02503"
"MOTOGENFIN","2019-12-20 00:00:00","December","19.38","19.38","17.25","17.8","-0.08153"
"MPHASIS","2019-12-20 00:00:00","December","874.95","883","865.05","870.1","-0.00554"
"MPSLTD","2019-12-20 00:00:00","December","471","471","451.15","457.05","-0.02962"
"MRF","2019-12-20 00:00:00","December","64080.05","64387.95","63457.9","63765.2","-0.00491"
"MRO-TEK","2019-12-20 00:00:00","December","30.6","32.75","30.6","32.6","0.06536"
"MRPL","2019-12-20 00:00:00","December","41.3","41.9","41","41.25","-0.00121"
"MSPL","2019-12-20 00:00:00","December","5.2","5.85","5.2","5.8","0.11538"
"MSTCLTD","2019-12-20 00:00:00","December","142.95","145.85","141.45","142.4","-0.00385"
"MTEDUCARE","2019-12-20 00:00:00","December","15","15.7","15","15.15","0.01"
"MTNL","2019-12-20 00:00:00","December","10.1","10.1","10.1","10.1","0"
"MUKANDENGG","2019-12-20 00:00:00","December","12.1","12.35","11.8","12.35","0.02066"
"MUKANDLTD","2019-12-20 00:00:00","December","27.95","28.5","27.3","28.3","0.01252"
"MUKTAARTS","2019-12-20 00:00:00","December","37.25","37.8","36.3","36.5","-0.02013"
"MUNJALAU","2019-12-20 00:00:00","December","46.75","47.25","45.8","46","-0.01604"
"MUNJALSHOW","2019-12-20 00:00:00","December","122.4","123","121.2","122.1","-0.00245"
"MURUDCERA","2019-12-20 00:00:00","December","15.9","16.3","15.7","15.75","-0.00943"
"MUTHOOTCAP","2019-12-20 00:00:00","December","489.6","492.6","487.1","490.75","0.00235"
"MUTHOOTFIN","2019-12-20 00:00:00","December","729.1","735.9","723.15","732","0.00398"
"NACLIND","2019-12-20 00:00:00","December","25.95","26.35","25.5","26.05","0.00385"
"NAGAFERT","2019-12-20 00:00:00","December","3.35","3.4","3.15","3.25","-0.02985"
"NAGREEKCAP","2019-12-20 00:00:00","December","7.8","7.8","7.5","7.5","-0.03846"
"NAGREEKEXP","2019-12-20 00:00:00","December","13.65","13.85","13.65","13.75","0.00733"
"NAHARCAP","2019-12-20 00:00:00","December","67.5","71.3","67.5","68.5","0.01481"
"NAHARINDUS","2019-12-20 00:00:00","December","20.9","21.7","20.7","21.6","0.03349"
"NAHARPOLY","2019-12-20 00:00:00","December","31.9","32.7","31.5","31.85","-0.00157"
"NAHARSPING","2019-12-20 00:00:00","December","41.75","42.5","41.1","41.95","0.00479"
"NAM-INDIA","2019-12-20 00:00:00","December","338.8","348.9","337.25","346.7","0.02332"
"NATCOPHARM","2019-12-20 00:00:00","December","580.5","583.85","570","573.05","-0.01283"
"NATHBIOGEN","2019-12-20 00:00:00","December","348.15","354","342","349.9","0.00503"
"NATIONALUM","2019-12-20 00:00:00","December","42.3","42.9","41.9","42","-0.00709"
"NATNLSTEEL","2019-12-20 00:00:00","December","1.8","1.85","1.75","1.85","0.02778"
"NAUKRI","2019-12-20 00:00:00","December","2575.05","2672","2561","2642.3","0.02612"
"NAVINFLUOR","2019-12-20 00:00:00","December","967.3","984","966.3","976.9","0.00992"
"NAVKARCORP","2019-12-20 00:00:00","December","29","30.3","28.3","29.15","0.00517"
"NAVNETEDUL","2019-12-20 00:00:00","December","89.5","93.6","89.5","90.7","0.01341"
"NBCC","2019-12-20 00:00:00","December","35.4","36.2","35.15","35.7","0.00847"
"NBIFIN","2019-12-20 00:00:00","December","1518","1518","1422.1","1481.2","-0.02424"
"NBVENTURES","2019-12-20 00:00:00","December","69.25","70.8","68.05","68.5","-0.01083"
