"stock","timeStamp","month","open","high","low","close","change"
"RAMCOSYS","2019-04-10 00:00:00","April","240","247.45","239.95","242.1","0.00875"
"RAMKY","2019-04-10 00:00:00","April","102.35","105.9","102.3","104.7","0.02296"
"RANASUG","2019-04-10 00:00:00","April","3.6","3.65","3.5","3.6","0"
"RANEENGINE","2019-04-10 00:00:00","April","455.4","457","451.45","451.6","-0.00834"
"RANEHOLDIN","2019-04-10 00:00:00","April","1198.7","1202.9","1173.65","1183.1","-0.01301"
"RATNAMANI","2019-04-10 00:00:00","April","891.1","900","888","898.85","0.0087"
"RAYMOND","2019-04-10 00:00:00","April","779.95","791.9","775","777.85","-0.00269"
"RBL","2019-04-10 00:00:00","April","667.9","679.2","665.1","674.05","0.00921"
"RBLBANK","2019-04-10 00:00:00","April","667.9","679.2","665.1","674.05","0.00921"
"RCF","2019-04-10 00:00:00","April","59.75","62.2","59.55","60.95","0.02008"
"RCOM","2019-04-10 00:00:00","April","2.9","2.9","2.9","2.9","0"
"RECLTD","2019-04-10 00:00:00","April","153.4","153.5","149.7","150.55","-0.01858"
"REDINGTON","2019-04-10 00:00:00","April","48.56","48.56","47.18","47.62","-0.01936"
"REFEX","2019-04-10 00:00:00","April","42.57","43.25","41.46","41.7","-0.02044"
"REGENCERAM","2019-04-10 00:00:00","April","2.6","2.6","2.6","2.6","0"
"RELAXO","2019-04-10 00:00:00","April","421.3","425","418.75","419.8","-0.00356"
"RELCAPITAL","2019-04-10 00:00:00","April","186.9","191.95","184.5","187.85","0.00508"
"RELIANCE","2019-04-10 00:00:00","April","1325.39","1335.34","1314.04","1318.9","-0.0049"
"RELIGARE","2019-04-10 00:00:00","April","30.65","31.6","29.95","30.25","-0.01305"
"RELINFRA","2019-04-10 00:00:00","April","130.8","134.3","130.1","131.4","0.00459"
"REMSONSIND","2019-04-10 00:00:00","April","93.65","93.65","86.2","89.7","-0.04218"
"RENUKA","2019-04-10 00:00:00","April","11.85","12","11.55","11.65","-0.01688"
"REPCOHOME","2019-04-10 00:00:00","April","458","458.85","444.05","447","-0.02402"
"REPL","2019-04-10 00:00:00","April","37.2","37.25","36.95","37.15","-0.00134"
"REPRO","2019-04-10 00:00:00","April","577.75","584.75","575.05","581.5","0.00649"
"RESPONIND","2019-04-10 00:00:00","April","93","93","88.05","88.7","-0.04624"
"REVATHI","2019-04-10 00:00:00","April","400.5","408.4","390","390.4","-0.02522"
"RGL","2019-04-10 00:00:00","April","305.2","308.95","305.1","307.35","0.00704"
"RHFL","2019-04-10 00:00:00","April","458","458.85","444.05","447","-0.02402"
"RHIM","2019-04-10 00:00:00","April","239.8","241.45","234","235.85","-0.01647"
"RICOAUTO","2019-04-10 00:00:00","April","65.75","66.85","64","64.4","-0.02053"
"RIIL","2019-04-10 00:00:00","April","349.7","361","346","347.95","-0.005"
"RITES","2019-04-10 00:00:00","April","194.4","203.6","194.4","201.08","0.03436"
"RKFORGE","2019-04-10 00:00:00","April","518.5","524.9","513.4","517.55","-0.00183"
"RMCL","2019-04-10 00:00:00","April","16.95","17.2","16.05","16.5","-0.02655"
"RML","2019-04-10 00:00:00","April","351.35","352.55","346.65","349.4","-0.00555"
"RNAVAL","2019-04-10 00:00:00","April","9.9","10.15","9.2","9.75","-0.01515"
"ROHITFERRO","2019-04-10 00:00:00","April","1","1","1","1","0"
"ROHLTD","2019-04-10 00:00:00","April","126","127.3","121.7","124.6","-0.01111"
"ROLLT","2019-04-10 00:00:00","April","2.2","2.2","2.1","2.2","0"
"ROLTA","2019-04-10 00:00:00","April","6.4","6.7","6.3","6.6","0.03125"
"ROSSELLIND","2019-04-10 00:00:00","April","64.25","65.7","64.2","65.1","0.01323"
"RPGLIFE","2019-04-10 00:00:00","April","244","252","243.65","245.1","0.00451"
"RPOWER","2019-04-10 00:00:00","April","9.85","10","9.7","9.9","0.00508"
"RPPINFRA","2019-04-10 00:00:00","April","123.4","128.5","121.05","126.75","0.02715"
"RPSGVENT","2019-04-10 00:00:00","April","605.05","611.7","602.7","604.9","-0.00025"
"RSSOFTWARE","2019-04-10 00:00:00","April","31.7","31.75","30.5","30.9","-0.02524"
"RSWM","2019-04-10 00:00:00","April","180.15","189","177.6","179.8","-0.00194"
"RSYSTEMS","2019-04-10 00:00:00","April","47","48.2","46.5","47","0"
"RTNINDIA","2019-04-10 00:00:00","April","2.8","2.8","2.7","2.75","-0.01786"
"RTNPOWER","2019-04-10 00:00:00","April","2.77","2.83","2.74","2.76","-0.00361"
"RUBYMILLS","2019-04-10 00:00:00","April","272.9","274.85","270.5","272.75","-0.00055"
"RUCHI","2019-04-10 00:00:00","April","645","655","635","640","-0.00775"
"RUCHINFRA","2019-04-10 00:00:00","April","2.8","2.85","2.7","2.7","-0.03571"
"RUCHIRA","2019-04-10 00:00:00","April","110","110.3","107.05","107.65","-0.02136"
"RUPA","2019-04-10 00:00:00","April","337.05","343.4","335.65","337.75","0.00208"
"RUSHIL","2019-04-10 00:00:00","April","493.71","504.56","468.47","477.18","-0.03348"
"SADBHAV","2019-04-10 00:00:00","April","246.5","247","242.8","246.15","-0.00142"
"SADBHIN","2019-04-10 00:00:00","April","88","88.2","86","87.45","-0.00625"
"SAGARDEEP","2019-04-10 00:00:00","April","36.33","37.2","34.6","36.97","0.01762"
"SAGCEM","2019-04-10 00:00:00","April","628.7","630.4","618.05","623.8","-0.00779"
"SAIL","2019-04-10 00:00:00","April","58.05","59.7","57.65","57.95","-0.00172"
"SAKHTISUG","2019-04-10 00:00:00","April","11.6","11.6","11","11.35","-0.02155"
"SAKSOFT","2019-04-10 00:00:00","April","288","289.45","281","282.6","-0.01875"
"SAKUMA","2019-04-10 00:00:00","April","34.7","36","33.1","34.5","-0.00576"
"SALASAR","2019-04-10 00:00:00","April","210","215","207.4","210.25","0.00119"
"SALONA","2019-04-10 00:00:00","April","69","73.45","67.6","70.9","0.02754"
"SALSTEEL","2019-04-10 00:00:00","April","5.15","5.2","4.95","5.05","-0.01942"
"SALZERELEC","2019-04-10 00:00:00","April","122","122.05","118","120.15","-0.01516"
"SAMBHAAV","2019-04-10 00:00:00","April","4.4","4.55","4.05","4.2","-0.04545"
"SANCO","2019-04-10 00:00:00","April","14.7","14.9","14.25","14.55","-0.0102"
"SANDESH","2019-04-10 00:00:00","April","760.7","760.7","750.05","751.1","-0.01262"
"SANDHAR","2019-04-10 00:00:00","April","257.5","259.5","255","255.5","-0.00777"
"SANGAMIND","2019-04-10 00:00:00","April","64.15","65.75","63.1","63.45","-0.01091"
"SANGHIIND","2019-04-10 00:00:00","April","62.75","62.9","61.3","62.15","-0.00956"
"IDBI","2019-04-10 00:00:00","April","43.55","44.25","43.15","43.95","0.00918"
"IDEA","2019-04-10 00:00:00","April","17.05","17.15","16.3","16.35","-0.04106"
"IDFC","2019-04-10 00:00:00","April","46.55","47.7","46.5","46.7","0.00322"
"IDFCFIRSTB","2019-04-10 00:00:00","April","54.4","55.05","54.1","54.55","0.00276"
"IEX","2019-04-10 00:00:00","April","52.58","52.8","51.7","52.37","-0.00399"
"IFBAGRO","2019-04-10 00:00:00","April","467.55","474","467.05","469.1","0.00332"
"IFBIND","2019-04-10 00:00:00","April","877","899.45","873","874.85","-0.00245"
"IFCI","2019-04-10 00:00:00","April","13","13.05","12.75","12.8","-0.01538"
"IFGLEXPOR","2019-04-10 00:00:00","April","225.05","234.75","225.05","233.7","0.03844"
"IGARASHI","2019-04-10 00:00:00","April","348.3","348.3","335.8","341.15","-0.02053"
"IGL","2019-04-10 00:00:00","April","310.25","313.85","307.25","311.1","0.00274"
"IIFL","2019-04-10 00:00:00","April","461.05","464","449","453.6","-0.01616"
"IL&FSENGG","2019-04-10 00:00:00","April","8.75","9.1","8.5","8.65","-0.01143"
"IL&FSTRANS","2019-04-10 00:00:00","April","5.7","5.7","5.25","5.45","-0.04386"
"IMAGICAA","2019-04-10 00:00:00","April","9.5","9.5","8.9","8.95","-0.05789"
"IMFA","2019-04-10 00:00:00","April","126.75","127.92","125.65","126.53","-0.00174"
"IMPAL","2019-04-10 00:00:00","April","600.33","605.07","594.67","601.23","0.0015"
"IMPEXFERRO","2019-04-10 00:00:00","April","0.3","0.4","0.3","0.4","0.33333"
"INCREDIBLE","2019-04-10 00:00:00","April","57.2","58","56.4","57.5","0.00524"
"INDBANK","2019-04-10 00:00:00","April","9.5","9.5","9.2","9.4","-0.01053"
"INDHOTEL","2019-04-10 00:00:00","April","155","155.9","152.35","152.75","-0.01452"
"INDIACEM","2019-04-10 00:00:00","April","108.7","110.15","107","107.45","-0.0115"
"INDIAGLYCO","2019-04-10 00:00:00","April","271.6","284.2","271.6","275.05","0.0127"
"INDIANB","2019-04-10 00:00:00","April","270","277.5","270","271.55","0.00574"
"INDIANCARD","2019-04-10 00:00:00","April","122.5","122.5","121.1","122","-0.00408"
"INDIANHUME","2019-04-10 00:00:00","April","292.75","295","291.05","293.2","0.00154"
"INDIGO","2019-04-10 00:00:00","April","1394","1425.25","1384.15","1394","0"
"INDLMETER","2019-04-10 00:00:00","April","41.5","41.5","41","41.1","-0.00964"
"INDNIPPON","2019-04-10 00:00:00","April","447.7","458","444.8","454.65","0.01552"
"INDOCO","2019-04-10 00:00:00","April","197","199.45","195","197","0"
"INDORAMA","2019-04-10 00:00:00","April","35.25","36","35.15","35.3","0.00142"
"INDOSTAR","2019-04-10 00:00:00","April","397.55","413","382","404.15","0.0166"
"INDOTECH","2019-04-10 00:00:00","April","107.55","108.8","105.65","106.45","-0.01023"
"INDOTHAI","2019-04-10 00:00:00","April","35.9","36","35","35.6","-0.00836"
"INDOWIND","2019-04-10 00:00:00","April","6","6","5.7","5.85","-0.025"
"INDRAMEDCO","2019-04-10 00:00:00","April","39.05","39.2","38.3","38.95","-0.00256"
"INDSWFTLAB","2019-04-10 00:00:00","April","36.45","40.05","35.3","38.85","0.06584"
"INDSWFTLTD","2019-04-10 00:00:00","April","5.1","5.4","4.95","5","-0.01961"
"INDTERRAIN","2019-04-10 00:00:00","April","138.5","138.65","133.7","137.05","-0.01047"
"INDUSINDBK","2019-04-10 00:00:00","April","1766.05","1778.95","1742.2","1747.45","-0.01053"
"INDUSTOWER","2019-04-10 00:00:00","April","315.1","318.2","313.65","315.3","0.00063"
"INEOSSTYRO","2019-04-10 00:00:00","April","530.05","538","522.2","528.45","-0.00302"
"INFIBEAM","2019-04-10 00:00:00","April","20.55","22.73","20.48","22.33","0.08662"
"INFY","2019-04-10 00:00:00","April","764","766.7","751.3","752.7","-0.01479"
"INGERRAND","2019-04-10 00:00:00","April","615.5","615.5","608.9","609.85","-0.00918"
"INOXLEISUR","2019-04-10 00:00:00","April","314.95","332.95","313.85","321.7","0.02143"
"INOXWIND","2019-04-10 00:00:00","April","69.1","69.1","68","68.4","-0.01013"
"INSECTICID","2019-04-10 00:00:00","April","638.15","649","637.3","639.45","0.00204"
"INTEGRA","2019-04-10 00:00:00","April","345","368.05","345","361.25","0.0471"
"INTELLECT","2019-04-10 00:00:00","April","226.2","230","223.2","226.35","0.00066"
"INTENTECH","2019-04-10 00:00:00","April","39.6","40","39.55","40","0.0101"
"INTLCONV","2019-04-10 00:00:00","April","28.75","28.75","28.5","28.5","-0.0087"
"INVENTURE","2019-04-10 00:00:00","April","13.2","13.2","12.9","13.1","-0.00758"
"IOB","2019-04-10 00:00:00","April","14.9","15","14.75","14.85","-0.00336"
"IOC","2019-04-10 00:00:00","April","154.75","158.35","153.45","156.6","0.01195"
"IOLCP","2019-04-10 00:00:00","April","192.05","196","191.25","193.1","0.00547"
"IPCALAB","2019-04-10 00:00:00","April","468","479.62","465.88","472.57","0.00976"
"IRB","2019-04-10 00:00:00","April","140","143.4","137.25","137.75","-0.01607"
"IRCON","2019-04-10 00:00:00","April","80.39","81.1","79.6","79.79","-0.00746"
"IRIS","2019-04-10 00:00:00","April","31.4","31.4","31","31","-0.01274"
"ISEC","2019-04-10 00:00:00","April","228.7","230","219.35","221.8","-0.03017"
"ISFT","2019-04-10 00:00:00","April","128","133.45","124.55","132.7","0.03672"
"ISGEC","2019-04-10 00:00:00","April","550","566","547.05","553.8","0.00691"
"ISMTLTD","2019-04-10 00:00:00","April","8.2","8.2","7.65","7.95","-0.03049"
"ITC","2019-04-10 00:00:00","April","296.05","296.55","293.5","294.7","-0.00456"
"ITDC","2019-04-10 00:00:00","April","280.9","283.3","277","279","-0.00676"
"ITDCEM","2019-04-10 00:00:00","April","122.65","125.15","122.55","124.1","0.01182"
"ITI","2019-04-10 00:00:00","April","102.15","103","100.55","100.85","-0.01273"
"IVC","2019-04-10 00:00:00","April","4.9","5.05","4.9","4.9","0"
"IVP","2019-04-10 00:00:00","April","126.05","127.95","121.35","121.35","-0.03729"
"IZMO","2019-04-10 00:00:00","April","57.45","58.8","56.2","57.65","0.00348"
"J&KBANK","2019-04-10 00:00:00","April","59.75","65.75","58.95","64.8","0.08452"
"JAGRAN","2019-04-10 00:00:00","April","119.3","119.9","117.9","118.9","-0.00335"
"JAGSNPHARM","2019-04-10 00:00:00","April","26.5","26.5","25.7","26","-0.01887"
"JAIBALAJI","2019-04-10 00:00:00","April","34.2","34.2","34.2","34.2","0"
"JAICORPLTD","2019-04-10 00:00:00","April","122.9","128","122.15","124.9","0.01627"
"JAINSTUDIO","2019-04-10 00:00:00","April","2.75","2.75","2.75","2.75","0"
"JAIPURKURT","2019-04-10 00:00:00","April","46.9","46.9","46.9","46.9","0"
"JAMNAAUTO","2019-04-10 00:00:00","April","59.6","60.4","59.1","59.4","-0.00336"
"JAYAGROGN","2019-04-10 00:00:00","April","190","193.8","187.65","191.25","0.00658"
"JAYBARMARU","2019-04-10 00:00:00","April","271","275.95","266.5","268.35","-0.00978"
"JAYNECOIND","2019-04-10 00:00:00","April","6","6","5.9","5.95","-0.00833"
"JAYSREETEA","2019-04-10 00:00:00","April","64.5","64.5","63.4","63.6","-0.01395"
"JBCHEPHARM","2019-04-10 00:00:00","April","353.75","353.75","346.6","348.7","-0.01428"
"JBFIND","2019-04-10 00:00:00","April","28.4","28.45","26.1","26.8","-0.05634"
"JBMA","2019-04-10 00:00:00","April","269","282.75","263.6","266.8","-0.00818"
"JCHAC","2019-04-10 00:00:00","April","2004.85","2058","1994.45","2021.35","0.00823"
"JETAIRWAYS","2019-04-10 00:00:00","April","265.2","273.15","258.6","263.1","-0.00792"
"JETFREIGHT","2019-04-10 00:00:00","April","24","24","24","24","0"
"JHS","2019-04-10 00:00:00","April","26.9","27.2","26.1","26.35","-0.02045"
"JINDALPHOT","2019-04-10 00:00:00","April","22.3","23.9","22","22.6","0.01345"
"JINDALPOLY","2019-04-10 00:00:00","April","245.4","258","244.8","253.5","0.03301"
"JINDALSAW","2019-04-10 00:00:00","April","83.1","84.2","82.5","82.95","-0.00181"
"JINDALSTEL","2019-04-10 00:00:00","April","183","186.9","181.05","182.95","-0.00027"
"JINDRILL","2019-04-10 00:00:00","April","103.55","103.55","101.1","101.55","-0.01931"
"JINDWORLD","2019-04-10 00:00:00","April","71.65","73","70.2","72.1","0.00628"
"JISLDVREQS","2019-04-10 00:00:00","April","39.25","39.9","38.8","39.1","-0.00382"
"JISLJALEQS","2019-04-10 00:00:00","April","56.25","58.15","56.1","57","0.01333"
"JITFINFRA","2019-04-10 00:00:00","April","16.1","16.4","15.55","15.75","-0.02174"
"JKCEMENT","2019-04-10 00:00:00","April","860.15","874.2","850.3","870.1","0.01157"
"JKIL","2019-04-10 00:00:00","April","151.2","152.9","148.5","149.85","-0.00893"
"JKLAKSHMI","2019-04-10 00:00:00","April","351.05","357.25","348.05","355.05","0.01139"
"JKPAPER","2019-04-10 00:00:00","April","153.1","153.1","149.45","150.7","-0.01568"
"JKTYRE","2019-04-10 00:00:00","April","91.8","92.85","91.2","92","0.00218"
"JMA","2019-04-10 00:00:00","April","34.51","34.51","33.44","34.33","-0.00522"
"JMCPROJECT","2019-04-10 00:00:00","April","119.9","120","116","117.8","-0.01751"
"JMFINANCIL","2019-04-10 00:00:00","April","90.25","91","86.95","87.7","-0.02825"
"JOCIL","2019-04-10 00:00:00","April","113","113","110.45","110.6","-0.02124"
"JPASSOCIAT","2019-04-10 00:00:00","April","5.8","5.85","5.6","5.65","-0.02586"
"JPINFRATEC","2019-04-10 00:00:00","April","2.45","2.45","2.25","2.25","-0.08163"
"JPOLYINVST","2019-04-10 00:00:00","April","33.45","35","33.45","35","0.04634"
"JPPOWER","2019-04-10 00:00:00","April","2.1","2.1","1.95","2.05","-0.02381"
"JSL","2019-04-10 00:00:00","April","40.2","41.75","39.8","40.2","0"
"JSLHISAR","2019-04-10 00:00:00","April","90","91","89.3","89.8","-0.00222"
"JSWENERGY","2019-04-10 00:00:00","April","71.55","73.55","71.55","72.65","0.01537"
"JSWHL","2019-04-10 00:00:00","April","2949.9","2984","2891","2950","0.00003"
"JSWISPL","2019-04-10 00:00:00","April","29.25","29.25","28.35","28.55","-0.02393"
"JSWSTEEL","2019-04-10 00:00:00","April","290.2","293.75","287.3","288.55","-0.00569"
"JTEKTINDIA","2019-04-10 00:00:00","April","109.95","109.95","108","108.2","-0.01592"
"JTLINFRA","2019-04-10 00:00:00","April","27.18","28.8","26.6","28.22","0.03826"
"JUBLFOOD","2019-04-10 00:00:00","April","1428","1433.95","1405.6","1409.65","-0.01285"
"JUBLINDS","2019-04-10 00:00:00","April","123.9","126.15","123.9","125","0.00888"
"JUBLPHARMA","2019-04-10 00:00:00","April","590.09","601.29","590.09","596.04","0.01008"
"JUSTDIAL","2019-04-10 00:00:00","April","594","594","578","581.25","-0.02146"
"JYOTHYLAB","2019-04-10 00:00:00","April","188","189.8","185.25","187.55","-0.00239"
"JYOTISTRUC","2019-04-10 00:00:00","April","2.6","2.6","2.6","2.6","0"
"KABRAEXTRU","2019-04-10 00:00:00","April","78.65","79.55","77.05","78.1","-0.00699"
"KAJARIACER","2019-04-10 00:00:00","April","606.9","612.2","602.25","605.95","-0.00157"
"KAKATCEM","2019-04-10 00:00:00","April","178","178.45","172.35","174.3","-0.02079"
"KALPATPOWR","2019-04-10 00:00:00","April","473","480","470.2","477.15","0.00877"
"KALYANI","2019-04-10 00:00:00","April","1752.9","1760","1724.05","1739.5","-0.00764"
"KALYANIFRG","2019-04-10 00:00:00","April","295","295","285","285","-0.0339"
"KAMATHOTEL","2019-04-10 00:00:00","April","52.1","52.4","50","50.6","-0.02879"
"KAMDHENU","2019-04-10 00:00:00","April","199.15","199.15","195.05","195.9","-0.01632"
"KANANIIND","2019-04-10 00:00:00","April","5.1","5.5","5.05","5.25","0.02941"
"KANORICHEM","2019-04-10 00:00:00","April","63.95","64","62","62.45","-0.02346"
"KANSAINER","2019-04-10 00:00:00","April","452.5","475","448","456.35","0.00851"
"KARMAENG","2019-04-10 00:00:00","April","16.3","16.7","15.65","16.2","-0.00613"
"KARURVYSYA","2019-04-10 00:00:00","April","77.1","80.5","77.1","80.15","0.03956"
"KAUSHALYA","2019-04-10 00:00:00","April","0.7","0.7","0.65","0.65","-0.07143"
"KAVVERITEL","2019-04-10 00:00:00","April","4.7","5","4.6","5","0.06383"
"KAYA","2019-04-10 00:00:00","April","701.65","710.75","700.85","703.95","0.00328"
"KBCGLOBAL","2019-04-10 00:00:00","April","37.2","38.3","37.2","37.66","0.01237"
"KCP","2019-04-10 00:00:00","April","88.85","90","88","88.3","-0.00619"
"KCPSUGIND","2019-04-10 00:00:00","April","16.5","16.85","16.45","16.5","0"
"KDDL","2019-04-10 00:00:00","April","427.69","455.56","427.69","444.27","0.03877"
"KEC","2019-04-10 00:00:00","April","285.95","289.75","284.1","285.95","0"
"MOIL","2019-04-10 00:00:00","April","160.3","162.5","159","161.6","0.00811"
"MOL","2019-04-10 00:00:00","April","257.17","259.61","252.31","257.82","0.00253"
"MOLDTECH","2019-04-10 00:00:00","April","49.65","50.5","48.2","48.8","-0.01712"
"MOLDTKPAC","2019-04-10 00:00:00","April","257.17","259.61","252.31","257.82","0.00253"
"MONARCH","2019-04-10 00:00:00","April","35.3","36.65","35.3","35.8","0.01416"
"MONTECARLO","2019-04-10 00:00:00","April","347.95","354","343.5","345.65","-0.00661"
"MORARJEE","2019-04-10 00:00:00","April","23.5","23.9","22.5","22.7","-0.03404"
"MOREPENLAB","2019-04-10 00:00:00","April","17.6","17.75","17.5","17.6","0"
"MOTHERSUMI","2019-04-10 00:00:00","April","151","151.2","147.15","148.15","-0.01887"
"MOTILALOFS","2019-04-10 00:00:00","April","675","676.05","665","669.85","-0.00763"
"MOTOGENFIN","2019-04-10 00:00:00","April","22.38","22.95","22.05","22.2","-0.00804"
"MPHASIS","2019-04-10 00:00:00","April","980.3","998.8","968","995.7","0.01571"
"MPSLTD","2019-04-10 00:00:00","April","497","504.5","482.4","499.2","0.00443"
"MRF","2019-04-10 00:00:00","April","57800","58450","57300","57491.75","-0.00533"
"MRO-TEK","2019-04-10 00:00:00","April","35.1","35.85","34","35.85","0.02137"
"MRPL","2019-04-10 00:00:00","April","69.4","70.9","69.4","70.55","0.01657"
"MSPL","2019-04-10 00:00:00","April","13.2","13.3","12.6","12.6","-0.04545"
"MSTCLTD","2019-04-10 00:00:00","April","107","113.9","107","113.8","0.06355"
"MTEDUCARE","2019-04-10 00:00:00","April","81.85","82.5","80.5","82.3","0.0055"
"MTNL","2019-04-10 00:00:00","April","11.9","11.95","11.75","11.8","-0.0084"
"MUKANDENGG","2019-04-10 00:00:00","April","17.2","17.6","16.7","17.15","-0.00291"
"MUKANDLTD","2019-04-10 00:00:00","April","56.3","56.35","54.1","54.35","-0.03464"
